Oracion Original,Label Orignial,Puntaje Positivo,Puntaje Negativo,Tiempo de Ejecucion,Resultado de Inferencia,Sentimiento
ugh the amount of times these stupid insects have bitten me grr,0,0.0,0.383,0.00012612342834472656,2.532124029409486,Negativo
prettiest insects ever pink katydids,1,0.481,0.0,5.745887756347656e-05,8.258010955971539,Positivo
just got barraged by horde of insects hungry for my kitchen light so scary,0,0.0,0.24,0.00014328956604003906,4.212161801245032,Neutral
just had mcdonalds for dinner it was goooood big mac meal,1,0.0,0.0,0.00010275840759277344,5.0,Neutral
ahh yes lol ima tell my hubby to go get me sum mcdonalds,1,0.333,0.0,0.0001239776611328125,6.865515742242583,Positivo
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,1,0.0,0.192,8.845329284667969e-05,4.506627056150634,Neutral
could go for lot of mcdonalds mean lot,1,0.0,0.0,7.009506225585938e-05,5.0,Neutral
my exam went good your prayers worked,1,0.326,0.0,8.606910705566406e-05,6.764381129393321,Positivo
only one exam left and am so happy for it,1,0.345,0.0,0.00010585784912109375,7.052498667520081,Positivo
math review im going to fail the exam,0,0.0,0.333,9.250640869140625e-05,3.3189535848167178,Neutral
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is man of honor and served our country proudly,0,0.198,0.134,0.0002510547637939453,5.2960773353433,Neutral
obviously not siding with cheney here,0,0.0,0.0,6.556510925292969e-05,5.0,Neutral
absolutely hilarious from,1,0.599,0.0,4.7206878662109375e-05,8.07144883937475,Positivo
never did thank you for including me in your top twitter authors you rock amp new wave,1,0.095,0.112,0.00016808509826660156,4.965508185307417,Neutral
rt awesome jquery reference book for coda webdesign,1,0.369,0.0,8.487701416015625e-05,7.488559092940109,Positivo
ve been sending mails like crazy today to my contacts does anyone have contact at goodby silverstein love to speak to them,1,0.238,0.085,0.00021219253540039062,5.71077194889026,Neutral
goodby silverstein new site enjoy it,1,0.39,0.0,8.034706115722656e-05,7.9584289785981035,Positivo
wow everyone at the google conference got free with month of unlimited service,1,0.392,0.0,0.0001347064971923828,8.008507592368513,Positivo
dood got free google android phone at the conference the,1,0.268,0.0,9.512901306152344e-05,6.098613426674881,Neutral
the is amazing btw huge improvement over the,1,0.645,0.0,9.608268737792969e-05,8.140021012683283,Positivo
html demos lots of great stuff to come yes excited io googleio,1,0.505,0.0,0.00014352798461914062,8.250000000000002,Positivo
yay happy place place place love google,1,0.739,0.0,7.367134094238281e-05,8.291808832045996,Positivo
googleio bringing graphics to the browser very nice tbh funfun,1,0.256,0.0,0.00011372566223144531,5.99073622767266,Neutral
awesome viral marketing for funny people,1,0.636,0.0,7.963180541992188e-05,8.12144756142281,Positivo
saw night at the museum out of sheer desperation who is funding these movies,0,0.0,0.188,0.00013947486877441406,4.527420071447602,Neutral
night at the museum pretty furkin good,1,0.55,0.0,9.560585021972656e-05,8.173447344734468,Positivo
watching night at the museum giggling,1,0.333,0.0,7.867813110351562e-05,6.865515742242583,Positivo
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0,0.107,0.0,0.00015091896057128906,5.165828278065715,Neutral
just watched night at the museum so stinkin cute,1,0.291,0.0,0.0001010894775390625,6.330897958669335,Neutral
so night at the museum was awesome much better than part next weekend we ll see up,1,0.318,0.0,0.00017070770263671875,6.655282252263522,Neutral
saw the new night at the museum and loved it next is to go see up in,1,0.196,0.0,0.0001518726348876953,5.559144299434093,Neutral
it is shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0,0.0,0.217,0.0002186298370361328,4.364007134636078,Neutral
as may have noticed not too happy about the gm situation nor aig lehman et al,0,0.0,0.167,0.00015473365783691406,4.628526494138753,Neutral
gm good riddance sad though,0,0.322,0.344,7.462501525878906e-05,4.981597793683743,Neutral
will never buy government motors vehicle until just recently drove gm cars since when bought,0,0.0,0.0,0.0001323223114013672,5.0,Neutral
having the old coca cola guy on the gm board is stupid has heck tcot ala,0,0.0,0.185,0.0001506805419921875,4.542821877965078,Neutral
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0,0.17,0.211,0.0001437664031982422,4.850804769345462,Neutral
give man fish feed him for the day teach him to fish feed him for life buy him gm and him over for good,0,0.112,0.0,0.00016164779663085938,5.1814374447111655,Neutral
the more hear about this gm thing the more angry get billions wasted more bullshit all for something like employees and all the,0,0.077,0.336,0.00020575523376464844,3.44658079228156,Neutral
own gm car and it is junk as far as quality compared to honda,0,0.0,0.0,0.00011754035949707031,5.0,Neutral
sad day bankrupt gm,0,0.0,0.77,5.602836608886719e-05,1.7073181057768032,Negativo
is upset about the whole gm thing life as know it is so screwed up,0,0.0,0.341,0.00014162063598632812,3.212715736301569,Negativo
whoever is running time warner needs to be repeatedly raped by rhino so they understand the consequences of putting out shitty cable svcs,0,0.0,0.281,0.000225067138671875,3.88280306485591,Neutral
wftb joining bit late my connection was down boo time warner,0,0.0,0.0,0.00010228157043457031,5.0,Neutral
cox or time warner cox is cheaper and gets on dslreports tw is more expensive and gets,0,0.0,0.0,0.00011968612670898438,5.0,Neutral
am furious with time warner and their phone promotions,0,0.0,0.316,9.34600830078125e-05,3.52548634466941,Neutral
just got home from chick fil with the boys damn my internets down stupid time warner,0,0.0,0.303,0.0001647472381591797,3.6678954490601927,Neutral
could time warner cable suck more no,0,0.0,0.519,9.751319885253906e-05,1.7407614875706134,Negativo
pissed at time warner for causin me to have slow internet problems,0,0.0,0.408,0.00012445449829101562,2.144553452975442,Negativo
ummm having some time warner problems,0,0.0,0.351,7.82012939453125e-05,3.07067489896339,Negativo
you guys see this why does time warner have to suck so much ass really wish could get verse at my apartment,0,0.104,0.233,0.00022459030151367188,4.460763645823503,Neutral
rt the upside to time warner unhelpful phone operators superslow on site service crap that not an upside,0,0.0,0.133,0.00016188621520996094,4.764387190686196,Neutral
rt new time warner slogan time warner where we make you long for the days before cable,0,0.0,0.0,0.0001308917999267578,5.0,Neutral
confirmed it time warner fault not facebook that fb is taking about minutes to load so tempted to switch to verizon,0,0.0,0.119,0.00017952919006347656,4.8110159904312635,Neutral
time warner epic fail,0,0.0,0.538,6.270408630371094e-05,1.7683796065049142,Negativo
know how sad is that rt st day of hurricane season that less scarey than govt taking over gm,0,0.0,0.245,0.00017452239990234375,4.176314642411995,Neutral
gm files bankruptcy not good sign,0,0.0,0.325,8.893013000488281e-05,3.4192229933586664,Neutral
yankees won mets lost its good day,1,0.512,0.178,9.775161743164062e-05,5.805612644526891,Neutral
my dentist appt today was actually quite enjoyable,1,0.313,0.0,9.417533874511719e-05,6.5903514379929256,Neutral
hate the effing dentist,0,0.0,0.552,4.9114227294921875e-05,1.7908305186487234,Negativo
hate going to the dentist,0,0.0,0.481,5.626678466796875e-05,1.8125794146310448,Negativo
hate the dentist who invented them anyways,0,0.0,0.381,7.104873657226562e-05,2.5701837871045763,Negativo
this dentist office is cold,0,0.0,0.0,5.364418029785156e-05,5.0,Neutral
just applied at safeway yeeeee,1,0.0,0.0,5.3882598876953125e-05,5.0,Neutral
safeway place is nightmare right now bumming,0,0.0,0.0,7.104873657226562e-05,5.0,Neutral
hate safeway select green tea icecream bought two cartons what waste of money gt lt,0,0.102,0.316,0.00016069412231445312,3.7927859773380495,Neutral
nike rocks super grateful for what ve done with them amp the european division of nike is beyond,1,0.301,0.0,0.0001647472381591797,6.4438262841472245,Neutral
have you tried nike addictive,1,0.0,0.0,5.53131103515625e-05,5.0,Neutral
the nike training club beta iphone app looks very interesting,1,0.25,0.0,0.00010800361633300781,5.939802906300355,Neutral
argghhhh why won my jquery appear in safari bad safari,0,0.243,0.23,0.00010824203491210938,5.093567863829379,Neutral
ready to drop the pretenses am forever in love with jquery and want to marry it sorry ladies this nerd is jquery spokenfor js,1,0.253,0.177,0.0002467632293701172,5.4108090626608485,Neutral
super investors great weekend read here from warren buffet oldie but goodie,1,0.333,0.0,0.0001304149627685547,6.865515742242583,Positivo
reading michael palin book the python years great book also recommend warren buffet amp nelson mandela bio,1,0.306,0.0,0.00016260147094726562,6.503351402353867,Neutral
mean down with notre dame if have to it good school be closer to dan enjoy it,1,0.289,0.0,0.00015926361083984375,6.309241273348608,Neutral
can watch tv without tivo and after all these years the time warner dvr still sucks,0,0.0,0.143,0.000152587890625,4.727917565028493,Neutral
say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,1,0.259,0.0,0.00019097328186035156,6.016894800764618,Neutral
still love my kindle but reading the new york times on it does not feel natural miss the bloomingdale ads,0,0.178,0.111,0.00019693374633789062,5.2719705807290165,Neutral
love my kindle no more stacks of books to trip over on the way to the loo,1,0.196,0.103,0.0001418590545654297,5.389606528238108,Neutral
although today keynote rocked for every great announcement at amp shit on us just little bit more,0,0.181,0.159,0.00017380714416503906,5.11795436279863,Neutral
its not so much my obsession with cell phones but the iphone slave to at amp forever because of it,0,0.0,0.088,0.00019216537475585938,4.89567218996198,Neutral
fuzzball is more fun than at amp,0,0.375,0.0,9.393692016601562e-05,7.613132068389766,Positivo
today is good day to dislike at amp vote out of office indeed,0,0.176,0.158,0.00013065338134765625,5.099209894284319,Neutral
got my wave sandbox invite extra excited too bad have class now but ll play with it soon enough io wave,1,0.241,0.089,0.00022125244140625,5.720514975646336,Neutral
looks like summize has gone down too many tweets from wwdc perhaps,0,0.185,0.0,0.00011610984802246094,5.4962853755187,Neutral
thanks so much from one of your very happy kindle winners was so surprised fabulous thank you best kathleen,1,0.658,0.0,0.00020956993103027344,8.165784990051346,Positivo
man kinda dislike apple right now case in point the iphone gs wish there was video recorder app please,0,0.215,0.099,0.00020122528076171875,5.513109057186169,Neutral
have kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui little klunky,1,0.301,0.0,0.00022029876708984375,6.4438262841472245,Neutral
the kindle seems the best ereader but will it work in the uk and where can get one,1,0.133,0.0,0.0001595020294189453,5.255194833536714,Neutral
have google addiction thank you for pointing that out hahaha,1,0.433,0.0,0.0001201629638671875,8.245377150515749,Positivo
dearest you rich bastards the visa card you sent me doesn work why screw little guy like me,0,0.339,0.194,0.0001704692840576172,5.615120640226833,Neutral
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,1,0.302,0.0,0.0001628398895263672,6.455558725342075,Neutral
gonna go see bobby flay moro at shoreline eat and drink gonna be good,1,0.182,0.0,0.0001308917999267578,5.479995826343933,Neutral
can wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please,1,0.42,0.0,0.00021386146545410156,8.237318761527101,Positivo
my dad was in ny for day we ate at mesa grill last night and met bobby flay so much fun except completely lost my voice today,1,0.115,0.083,0.00024509429931640625,5.094370338934485,Neutral
fighting with latex again,0,0.0,0.455,5.030632019042969e-05,1.935864404300737,Negativo
we love you too and don want you to die latex the devil,0,0.241,0.364,0.00015163421630859375,4.666891965249753,Neutral
hours hours of inkscape crashing normally solid as rock hours of latex complaining at the slightest thing can take any more,0,0.071,0.08,0.00018405914306640625,4.987846564386721,Neutral
shit hitting the fan in iran craziness indeed iranelection,0,0.159,0.428,0.00010275840759277344,4.105772381364964,Neutral
monday already iran may implode kitchen is disaster seems happy had nice weekend and is great whoop,0,0.383,0.148,0.0001842975616455078,6.031388663714517,Neutral
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,1,0.358,0.0,0.0001766681671142578,7.277276138638876,Positivo
lam so in love with bobby flay he is my favorite rt you need place in phoenix we have great peppers here,1,0.379,0.0,0.00021958351135253906,7.700377163035562,Positivo
just created my first latex file from scratch that didn work out very well see it great time waster,0,0.347,0.0,0.00018525123596191406,7.08555739564802,Positivo
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,1,0.307,0.0,0.00017547607421875,6.515521787877924,Neutral
after using latex lot any other typeset mathematics just looks hideous,1,0.0,0.0,0.000102996826171875,5.0,Neutral
on that note hate word hate pages hate latex there said it hate latex all you texn rds can come kill me now,0,0.0,0.52,0.00022792816162109375,1.7421281898838388,Negativo
ahhh back in real text editing environment lt latex,1,0.0,0.0,8.487701416015625e-05,5.0,Neutral
trouble in iran see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,0,0.0,0.213,9.012222290039062e-05,4.3882934579172215,Neutral
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0,0.0,0.353,0.0001499652862548828,3.0408850772925793,Negativo
